StockCode,TotalRevenue,TotalQuantity,PurchaseFrequency,UniqueCustomers,ReturnRate,SalesRevenue,ReturnLoss,NetRevenue,Cluster,Category,Insight
85186C,165.06,393,34,32,1,173.46,-8.4,165.06,0,Low Demand,📉 Low Performance
85187,515.4,324,58,53,0,515.4,0,515.4,0,Low Demand,✅ Profitable Product
85188A,254.15,299,35,29,1,256.7,-2.55,254.15,0,Low Demand,✅ Profitable Product
85188B,63.75,75,8,8,0,63.75,0,63.75,0,Low Demand,📉 Low Performance
85189,7.65,9,3,2,0,7.65,0,7.65,0,Low Demand,📉 Low Performance
85194L,723.33,873,59,52,3,747.13,-23.8,723.33,0,Low Demand,✅ Profitable Product
85194S,429.36,1134,58,50,3,447.75,-18.39,429.36,0,Low Demand,✅ Profitable Product
85195,23.1,11,3,3,0,23.1,0,23.1,0,Low Demand,📉 Low Performance
85197,69.3,33,18,18,0,69.3,0,69.3,0,Low Demand,📉 Low Performance
85198,68.06,86,6,6,0,68.06,0,68.06,0,Low Demand,📉 Low Performance
85199L,589.92,912,67,52,2,598.37,-8.45,589.92,0,Low Demand,✅ Profitable Product
85199S,935.99,2210,158,101,1,946.07,-10.08,935.99,0,Low Demand,✅ Profitable Product
85200,228.75,183,26,24,0,228.75,0,228.75,0,Low Demand,✅ Profitable Product
85202,126,300,39,34,0,126,0,126,0,Low Demand,📉 Low Performance
85203,237.96,570,49,45,0,237.96,0,237.96,0,Low Demand,✅ Profitable Product
85204,249.36,1875,43,40,1,249.48,-0.12,249.36,0,Low Demand,✅ Profitable Product
85205B,295.8,116,24,22,0,295.8,0,295.8,0,Low Demand,✅ Profitable Product
85206A,1450.2,916,103,99,0,1450.2,0,1450.2,0,Low Demand,✅ Profitable Product
85206B,23.1,14,4,4,0,23.1,0,23.1,0,Low Demand,📉 Low Performance
85208,298.74,161,24,22,0,298.74,0,298.74,0,Low Demand,✅ Profitable Product
85211,150.34,140,18,15,1,151.92,-1.58,150.34,0,Low Demand,📉 Low Performance
85212,723.72,2452,70,60,0,723.72,0,723.72,0,Low Demand,✅ Profitable Product
85213,300.52,820,25,23,1,301.37,-0.85,300.52,0,Low Demand,✅ Profitable Product
85214,169.95,103,43,36,0,169.95,0,169.95,0,Low Demand,📉 Low Performance
85215,105.95,163,8,8,0,105.95,0,105.95,0,Low Demand,📉 Low Performance
85216,35.75,55,8,6,0,35.75,0,35.75,0,Low Demand,📉 Low Performance
85224,6.3,3,1,1,0,6.3,0,6.3,0,Low Demand,📉 Low Performance
85225,6.25,6,3,3,0,6.25,0,6.25,0,Low Demand,📉 Low Performance
85227,1107.08,1322,147,115,0,1107.08,0,1107.08,0,Low Demand,✅ Profitable Product
85230A,203.28,840,18,14,0,203.28,0,203.28,0,Low Demand,✅ Profitable Product
85230B,326.24,1264,38,30,0,326.24,0,326.24,0,Low Demand,✅ Profitable Product
85230E,267.45,1101,24,17,0,267.45,0,267.45,0,Low Demand,✅ Profitable Product
85230F,90.34,338,12,11,0,90.34,0,90.34,0,Low Demand,📉 Low Performance
85230G,243.12,984,26,20,1,257.04,-13.92,243.12,0,Low Demand,✅ Profitable Product
85231B,662.71,787,109,74,1,672.06,-9.35,662.71,0,Low Demand,✅ Profitable Product
85231G,462.95,563,67,49,1,471.45,-8.5,462.95,0,Low Demand,✅ Profitable Product
85232A,334.65,71,26,22,1,349.5,-14.85,334.65,0,Low Demand,✅ Profitable Product
85232B,68.55,13,15,8,6,1326.6,-1258.05,68.55,0,Low Demand,📉 Low Performance
85232D,817.8,172,54,45,1,832.65,-14.85,817.8,0,Low Demand,✅ Profitable Product
90000A,65.45,11,6,6,0,65.45,0,65.45,0,Low Demand,📉 Low Performance
90000B,17.85,3,2,2,0,17.85,0,17.85,0,Low Demand,📉 Low Performance
90000D,35.7,6,4,4,0,35.7,0,35.7,0,Low Demand,📉 Low Performance
90001A,8.5,2,1,1,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90001B,17,4,2,2,0,17,0,17,0,Low Demand,📉 Low Performance
90001C,8.5,2,2,2,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90001D,21.25,5,3,3,0,21.25,0,21.25,0,Low Demand,📉 Low Performance
90002D,37.5,10,6,5,0,37.5,0,37.5,0,Low Demand,📉 Low Performance
90003B,7.5,2,4,3,1,22.5,-15,7.5,0,Low Demand,📉 Low Performance
90003C,30,8,6,5,1,45,-15,30,0,Low Demand,📉 Low Performance
90003D,52.5,14,8,7,1,67.5,-15,52.5,0,Low Demand,📉 Low Performance
90003E,15,4,3,2,1,30,-15,15,0,Low Demand,📉 Low Performance
90010A,62.65,7,5,5,0,62.65,0,62.65,0,Low Demand,📉 Low Performance
90010B,62.65,7,3,3,0,62.65,0,62.65,0,Low Demand,📉 Low Performance
90010E,89.5,10,7,7,0,89.5,0,89.5,0,Low Demand,📉 Low Performance
90011A,2.95,1,1,1,0,2.95,0,2.95,0,Low Demand,📉 Low Performance
90011B,20.65,7,2,2,0,20.65,0,20.65,0,Low Demand,📉 Low Performance
90012A,23.6,8,2,2,0,23.6,0,23.6,0,Low Demand,📉 Low Performance
90012B,35.4,12,2,2,0,35.4,0,35.4,0,Low Demand,📉 Low Performance
90013A,30,8,4,3,1,60,-30,30,0,Low Demand,📉 Low Performance
90013C,41.25,11,4,4,0,41.25,0,41.25,0,Low Demand,📉 Low Performance
90014A,103.2,16,10,8,0,103.2,0,103.2,0,Low Demand,📉 Low Performance
90014B,85.5,10,8,7,0,85.5,0,85.5,0,Low Demand,📉 Low Performance
90014C,32.8,4,3,3,0,32.8,0,32.8,0,Low Demand,📉 Low Performance
90016A,80.75,14,4,4,0,80.75,0,80.75,0,Low Demand,📉 Low Performance
90016B,76.5,9,8,6,0,76.5,0,76.5,0,Low Demand,📉 Low Performance
90018A,68,16,10,8,1,72.25,-4.25,68,0,Low Demand,📉 Low Performance
90018B,34,8,5,5,0,34,0,34,0,Low Demand,📉 Low Performance
90018C,21.25,5,4,3,1,25.5,-4.25,21.25,0,Low Demand,📉 Low Performance
90019A,89.1,18,9,8,0,89.1,0,89.1,0,Low Demand,📉 Low Performance
90019B,9.9,2,2,2,0,9.9,0,9.9,0,Low Demand,📉 Low Performance
90019C,19.8,4,3,3,0,19.8,0,19.8,0,Low Demand,📉 Low Performance
90021,11.95,1,1,1,0,11.95,0,11.95,0,Low Demand,📉 Low Performance
90022,15,4,5,4,1,30,-15,15,0,Low Demand,📉 Low Performance
90023,34,8,4,2,0,34,0,34,0,Low Demand,📉 Low Performance
90024B,17,2,3,2,1,34,-17,17,0,Low Demand,📉 Low Performance
90024C,17,2,1,1,0,17,0,17,0,Low Demand,📉 Low Performance
90024D,8.5,1,1,1,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90024F,17,2,1,1,0,17,0,17,0,Low Demand,📉 Low Performance
90025A,7.5,2,2,2,0,7.5,0,7.5,0,Low Demand,📉 Low Performance
90025F,3.75,1,1,1,0,3.75,0,3.75,0,Low Demand,📉 Low Performance
90026A,17,2,1,1,0,17,0,17,0,Low Demand,📉 Low Performance
90026B,17,2,2,2,0,17,0,17,0,Low Demand,📉 Low Performance
90026C,25.5,3,2,2,0,25.5,0,25.5,0,Low Demand,📉 Low Performance
90026D,25.5,3,3,3,0,25.5,0,25.5,0,Low Demand,📉 Low Performance
90027A,11.8,4,1,1,0,11.8,0,11.8,0,Low Demand,📉 Low Performance
90027D,11.8,4,1,1,0,11.8,0,11.8,0,Low Demand,📉 Low Performance
90028,17,2,1,1,0,17,0,17,0,Low Demand,📉 Low Performance
90029,25.5,3,2,2,0,25.5,0,25.5,0,Low Demand,📉 Low Performance
90030A,72,72,7,7,0,72,0,72,0,Low Demand,📉 Low Performance
90030B,131.8,112,15,13,0,131.8,0,131.8,0,Low Demand,📉 Low Performance
90030C,74,74,8,8,0,74,0,74,0,Low Demand,📉 Low Performance
90031,48,48,5,5,0,48,0,48,0,Low Demand,📉 Low Performance
90032,90.67,19,6,4,0,90.67,0,90.67,0,Low Demand,📉 Low Performance
90033,5.1,2,1,1,0,5.1,0,5.1,0,Low Demand,📉 Low Performance
90035A,43,4,2,1,0,43,0,43,0,Low Demand,📉 Low Performance
90035C,21.5,2,1,1,0,21.5,0,21.5,0,Low Demand,📉 Low Performance
90036A,47.7,6,4,3,0,47.7,0,47.7,0,Low Demand,📉 Low Performance
90036B,31.8,4,2,2,0,31.8,0,31.8,0,Low Demand,📉 Low Performance
90036C,47.7,6,2,2,0,47.7,0,47.7,0,Low Demand,📉 Low Performance
90036D,87.45,11,4,4,0,87.45,0,87.45,0,Low Demand,📉 Low Performance
90036E,55.65,7,5,4,0,55.65,0,55.65,0,Low Demand,📉 Low Performance
90036F,31.8,4,1,1,0,31.8,0,31.8,0,Low Demand,📉 Low Performance
90037B,15.3,6,1,1,0,15.3,0,15.3,0,Low Demand,📉 Low Performance
90038A,22.5,6,1,1,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90038B,22.5,6,1,1,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90038C,22.5,6,1,1,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90039A,22.5,6,1,1,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90039B,22.5,6,1,1,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90039C,3.75,1,1,1,0,3.75,0,3.75,0,Low Demand,📉 Low Performance
90039D,52.5,14,2,2,0,52.5,0,52.5,0,Low Demand,📉 Low Performance
90040A,21,6,2,2,0,21,0,21,0,Low Demand,📉 Low Performance
90040B,14,4,2,2,0,14,0,14,0,Low Demand,📉 Low Performance
90040C,24.5,7,3,3,0,24.5,0,24.5,0,Low Demand,📉 Low Performance
90041,7,2,1,1,0,7,0,7,0,Low Demand,📉 Low Performance
90042A,7.65,3,2,1,0,7.65,0,7.65,0,Low Demand,📉 Low Performance
90043,24.81,4,2,2,0,24.81,0,24.81,0,Low Demand,📉 Low Performance
90046,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90048,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90049,34.77,5,3,2,0,34.77,0,34.77,0,Low Demand,📉 Low Performance
90050,27.8,4,3,2,1,41.7,-13.9,27.8,0,Low Demand,📉 Low Performance
90051,41.7,6,3,3,0,41.7,0,41.7,0,Low Demand,📉 Low Performance
90054,2.55,1,1,1,0,2.55,0,2.55,0,Low Demand,📉 Low Performance
90055,2.55,1,1,1,0,2.55,0,2.55,0,Low Demand,📉 Low Performance
90057,1311.36,1008,22,21,0,1311.36,0,1311.36,0,Low Demand,✅ Profitable Product
90058A,109.44,288,8,7,1,123.12,-13.68,109.44,0,Low Demand,📉 Low Performance
90058B,218.88,576,16,15,1,232.56,-13.68,218.88,0,Low Demand,✅ Profitable Product
90059A,0,0,2,1,1,9.9,-9.9,0,0,Low Demand,📉 Low Performance
90059B,4.95,3,4,3,1,14.85,-9.9,4.95,0,Low Demand,📉 Low Performance
90059C,3.3,2,4,3,1,13.2,-9.9,3.3,0,Low Demand,📉 Low Performance
90059D,0,0,2,1,1,9.9,-9.9,0,0,Low Demand,📉 Low Performance
90059E,6.6,4,4,3,1,16.5,-9.9,6.6,0,Low Demand,📉 Low Performance
90059F,4.95,3,4,3,1,14.85,-9.9,4.95,0,Low Demand,📉 Low Performance
90060B,5.95,1,1,1,0,5.95,0,5.95,0,Low Demand,📉 Low Performance
90060D,17.85,3,3,3,0,17.85,0,17.85,0,Low Demand,📉 Low Performance
90062,242.25,19,7,6,1,255,-12.75,242.25,0,Low Demand,✅ Profitable Product
90063A,93.5,11,7,7,0,93.5,0,93.5,0,Low Demand,📉 Low Performance
90063B,68,8,5,5,0,68,0,68,0,Low Demand,📉 Low Performance
90064A,26.25,7,3,3,0,26.25,0,26.25,0,Low Demand,📉 Low Performance
90064B,37.5,10,7,6,1,41.25,-3.75,37.5,0,Low Demand,📉 Low Performance
90065A,54,8,3,3,0,54,0,54,0,Low Demand,📉 Low Performance
90065B,6.75,1,1,1,0,6.75,0,6.75,0,Low Demand,📉 Low Performance
90067A,29.5,10,3,3,0,29.5,0,29.5,0,Low Demand,📉 Low Performance
90069,15,2,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
90070,29.75,5,4,3,1,47.6,-17.85,29.75,0,Low Demand,📉 Low Performance
90071,1.25,1,1,1,0,1.25,0,1.25,0,Low Demand,📉 Low Performance
90072,37.5,10,3,2,0,37.5,0,37.5,0,Low Demand,📉 Low Performance
90073,64.35,13,4,4,0,64.35,0,64.35,0,Low Demand,📉 Low Performance
90074,17.9,2,1,1,0,17.9,0,17.9,0,Low Demand,📉 Low Performance
90076,12.75,5,2,1,1,15.3,-2.55,12.75,0,Low Demand,📉 Low Performance
90078,15,2,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
90079,24.75,5,2,2,0,24.75,0,24.75,0,Low Demand,📉 Low Performance
90081A,74.25,15,8,7,0,74.25,0,74.25,0,Low Demand,📉 Low Performance
90081C,54.45,11,6,6,0,54.45,0,54.45,0,Low Demand,📉 Low Performance
90082A,133.35,21,10,8,0,133.35,0,133.35,0,Low Demand,📉 Low Performance
90082B,171.45,27,10,8,0,171.45,0,171.45,0,Low Demand,📉 Low Performance
90082D,50.8,8,4,4,0,50.8,0,50.8,0,Low Demand,📉 Low Performance
90083,13.69,19,4,2,0,13.69,0,13.69,0,Low Demand,📉 Low Performance
90084,0.85,1,1,1,0,0.85,0,0.85,0,Low Demand,📉 Low Performance
90085,20.4,24,2,2,0,20.4,0,20.4,0,Low Demand,📉 Low Performance
90086,49.93,85,11,5,0,49.93,0,49.93,0,Low Demand,📉 Low Performance
90087,33.66,90,8,4,0,33.66,0,33.66,0,Low Demand,📉 Low Performance
90089,4.75,25,2,2,0,4.75,0,4.75,0,Low Demand,📉 Low Performance
90093,20.39,47,6,5,0,20.39,0,20.39,0,Low Demand,📉 Low Performance
90094,33.15,13,12,12,0,33.15,0,33.15,0,Low Demand,📉 Low Performance
90096,20.4,8,3,3,0,20.4,0,20.4,0,Low Demand,📉 Low Performance
90098,56.1,22,10,9,1,71.4,-15.3,56.1,0,Low Demand,📉 Low Performance
90099,51,20,13,12,0,51,0,51,0,Low Demand,📉 Low Performance
90100,2.55,1,1,1,0,2.55,0,2.55,0,Low Demand,📉 Low Performance
90101,22.95,9,5,3,1,38.25,-15.3,22.95,0,Low Demand,📉 Low Performance
90102,8.5,10,1,1,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90103,20.4,8,2,2,0,20.4,0,20.4,0,Low Demand,📉 Low Performance
90104,0.85,1,1,1,0,0.85,0,0.85,0,Low Demand,📉 Low Performance
90108,56.7,54,7,6,1,67.2,-10.5,56.7,0,Low Demand,📉 Low Performance
90114,168.3,66,11,11,0,168.3,0,168.3,0,Low Demand,📉 Low Performance
90116,27.04,16,3,3,0,27.04,0,27.04,0,Low Demand,📉 Low Performance
90118,0,0,2,1,1,15.3,-15.3,0,0,Low Demand,📉 Low Performance
90119,148.32,60,15,3,0,148.32,0,148.32,0,Low Demand,📉 Low Performance
90120B,85,20,5,5,0,85,0,85,0,Low Demand,📉 Low Performance
90120C,131.75,31,7,6,0,131.75,0,131.75,0,Low Demand,📉 Low Performance
90120D,8.5,2,2,2,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90122A,39.6,8,3,3,0,39.6,0,39.6,0,Low Demand,📉 Low Performance
90122B,4.95,1,1,1,0,4.95,0,4.95,0,Low Demand,📉 Low Performance
90122C,84.15,17,5,3,0,84.15,0,84.15,0,Low Demand,📉 Low Performance
90123A,83.3,14,8,8,0,83.3,0,83.3,0,Low Demand,📉 Low Performance
90123B,47.6,8,4,4,0,47.6,0,47.6,0,Low Demand,📉 Low Performance
90123C,77.35,13,5,5,0,77.35,0,77.35,0,Low Demand,📉 Low Performance
90123D,17.85,3,2,2,0,17.85,0,17.85,0,Low Demand,📉 Low Performance
90124A,59.7,6,4,4,0,59.7,0,59.7,0,Low Demand,📉 Low Performance
90124B,39.8,4,3,3,0,39.8,0,39.8,0,Low Demand,📉 Low Performance
90124C,69.65,7,4,4,0,69.65,0,69.65,0,Low Demand,📉 Low Performance
90125A,93.9,109,6,4,0,93.9,0,93.9,0,Low Demand,📉 Low Performance
90125B,24.9,19,3,3,0,24.9,0,24.9,0,Low Demand,📉 Low Performance
90125C,63.3,73,3,2,0,63.3,0,63.3,0,Low Demand,📉 Low Performance
90125D,65.4,74,5,3,0,65.4,0,65.4,0,Low Demand,📉 Low Performance
90125E,2.1,1,1,1,0,2.1,0,2.1,0,Low Demand,📉 Low Performance
90128B,1.25,1,1,1,0,1.25,0,1.25,0,Low Demand,📉 Low Performance
90129A,20.65,7,3,3,0,20.65,0,20.65,0,Low Demand,📉 Low Performance
90129B,61.95,21,6,6,0,61.95,0,61.95,0,Low Demand,📉 Low Performance
90129C,50.15,17,6,6,0,50.15,0,50.15,0,Low Demand,📉 Low Performance
90129D,23.6,8,2,2,0,23.6,0,23.6,0,Low Demand,📉 Low Performance
90129E,17.7,6,1,1,0,17.7,0,17.7,0,Low Demand,📉 Low Performance
90129F,47.2,16,5,5,0,47.2,0,47.2,0,Low Demand,📉 Low Performance
90130A,2.95,1,1,1,0,2.95,0,2.95,0,Low Demand,📉 Low Performance
90130B,26.55,9,3,3,0,26.55,0,26.55,0,Low Demand,📉 Low Performance
90131,27.8,4,1,1,0,27.8,0,27.8,0,Low Demand,📉 Low Performance
90133,44.55,9,3,3,0,44.55,0,44.55,0,Low Demand,📉 Low Performance
90135,29.7,6,1,1,0,29.7,0,29.7,0,Low Demand,📉 Low Performance
90136,29.85,3,2,2,0,29.85,0,29.85,0,Low Demand,📉 Low Performance
90138,19.8,4,1,1,0,19.8,0,19.8,0,Low Demand,📉 Low Performance
90141A,19.8,4,2,2,0,19.8,0,19.8,0,Low Demand,📉 Low Performance
90141B,29.7,6,2,2,0,29.7,0,29.7,0,Low Demand,📉 Low Performance
90141C,19.8,4,2,2,0,19.8,0,19.8,0,Low Demand,📉 Low Performance
90141D,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90141E,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90142D,44.55,9,3,3,0,44.55,0,44.55,0,Low Demand,📉 Low Performance
90143,127.5,17,8,7,2,142.5,-15,127.5,0,Low Demand,📉 Low Performance
90144,26.25,7,3,3,0,26.25,0,26.25,0,Low Demand,📉 Low Performance
90145,124.95,21,11,7,0,124.95,0,124.95,0,Low Demand,📉 Low Performance
90146,63.75,13,3,3,0,63.75,0,63.75,0,Low Demand,📉 Low Performance
90147,189.05,19,13,10,1,208.95,-19.9,189.05,0,Low Demand,📉 Low Performance
90148,76.5,6,6,5,2,102,-25.5,76.5,0,Low Demand,📉 Low Performance
90149,335.28,52,3,2,0,335.28,0,335.28,0,Low Demand,✅ Profitable Product
90151,68,8,4,2,0,68,0,68,0,Low Demand,📉 Low Performance
90152A,17.85,3,3,3,0,17.85,0,17.85,0,Low Demand,📉 Low Performance
90152B,5.95,1,1,1,0,5.95,0,5.95,0,Low Demand,📉 Low Performance
90152C,5.95,1,1,1,0,5.95,0,5.95,0,Low Demand,📉 Low Performance
90154,421.75,57,5,5,0,421.75,0,421.75,0,Low Demand,✅ Profitable Product
90155,45,6,4,4,0,45,0,45,0,Low Demand,📉 Low Performance
90156,14.85,3,2,2,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90157,34.65,7,2,2,0,34.65,0,34.65,0,Low Demand,📉 Low Performance
90158,69.3,14,6,6,0,69.3,0,69.3,0,Low Demand,📉 Low Performance
90159,14.85,3,2,2,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90160A,166.8,24,12,10,1,215.45,-48.65,166.8,0,Low Demand,📉 Low Performance
90160B,145.95,21,8,7,0,145.95,0,145.95,0,Low Demand,📉 Low Performance
90160C,284.95,41,16,14,0,284.95,0,284.95,0,Low Demand,✅ Profitable Product
90160D,222.4,32,9,9,0,222.4,0,222.4,0,Low Demand,✅ Profitable Product
90161A,44.55,9,6,6,0,44.55,0,44.55,0,Low Demand,📉 Low Performance
90161B,222.75,45,12,10,0,222.75,0,222.75,0,Low Demand,✅ Profitable Product
90161C,222.75,45,15,13,0,222.75,0,222.75,0,Low Demand,✅ Profitable Product
90161D,153.45,31,9,6,0,153.45,0,153.45,0,Low Demand,📉 Low Performance
90162A,17.7,6,1,1,0,17.7,0,17.7,0,Low Demand,📉 Low Performance
90162B,76.7,26,11,7,1,79.65,-2.95,76.7,0,Low Demand,📉 Low Performance
90162C,41.3,14,7,3,0,41.3,0,41.3,0,Low Demand,📉 Low Performance
90162D,29.5,10,5,3,0,29.5,0,29.5,0,Low Demand,📉 Low Performance
90163A,30,4,2,2,0,30,0,30,0,Low Demand,📉 Low Performance
90163B,15,2,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
90164A,70.35,19,6,6,0,70.35,0,70.35,0,Low Demand,📉 Low Performance
90164B,65.7,28,7,7,0,65.7,0,65.7,0,Low Demand,📉 Low Performance
90165B,2.55,1,1,1,0,2.55,0,2.55,0,Low Demand,📉 Low Performance
90166,58.9,14,8,4,0,58.9,0,58.9,0,Low Demand,📉 Low Performance
90167,8.5,10,1,1,0,8.5,0,8.5,0,Low Demand,📉 Low Performance
90168,0,0,2,1,1,17.7,-17.7,0,0,Low Demand,📉 Low Performance
90169,0,0,2,1,1,15.3,-15.3,0,0,Low Demand,📉 Low Performance
90170,56.1,34,7,6,1,75.9,-19.8,56.1,0,Low Demand,📉 Low Performance
90173,60,16,3,3,0,60,0,60,0,Low Demand,📉 Low Performance
90174,10.2,4,6,4,2,40.8,-30.6,10.2,0,Low Demand,📉 Low Performance
90175A,80.55,9,8,6,0,80.55,0,80.55,0,Low Demand,📉 Low Performance
90175C,80.55,9,6,6,0,80.55,0,80.55,0,Low Demand,📉 Low Performance
90175D,26.85,3,2,2,0,26.85,0,26.85,0,Low Demand,📉 Low Performance
90176A,7.5,1,2,1,1,15,-7.5,7.5,0,Low Demand,📉 Low Performance
90176B,15,2,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
90176C,15,2,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
90176D,45,6,5,4,1,52.5,-7.5,45,0,Low Demand,📉 Low Performance
90176E,22.5,3,2,2,0,22.5,0,22.5,0,Low Demand,📉 Low Performance
90177A,0,0,2,1,1,17.7,-17.7,0,0,Low Demand,📉 Low Performance
90177B,20.65,7,2,2,0,20.65,0,20.65,0,Low Demand,📉 Low Performance
90177C,20.65,7,4,3,1,38.35,-17.7,20.65,0,Low Demand,📉 Low Performance
90177D,32.45,11,7,5,1,50.15,-17.7,32.45,0,Low Demand,📉 Low Performance
90177E,0,0,2,1,1,17.7,-17.7,0,0,Low Demand,📉 Low Performance
90178A,71.7,6,6,6,0,71.7,0,71.7,0,Low Demand,📉 Low Performance
90178B,11.95,1,1,1,0,11.95,0,11.95,0,Low Demand,📉 Low Performance
90179A,17.85,3,2,2,0,17.85,0,17.85,0,Low Demand,📉 Low Performance
90179C,5.95,1,1,1,0,5.95,0,5.95,0,Low Demand,📉 Low Performance
90180A,87.35,13,5,5,0,87.35,0,87.35,0,Low Demand,📉 Low Performance
90180B,29.85,3,3,3,0,29.85,0,29.85,0,Low Demand,📉 Low Performance
90181A,8.95,1,1,1,0,8.95,0,8.95,0,Low Demand,📉 Low Performance
90182C,0,0,2,1,1,17.7,-17.7,0,0,Low Demand,📉 Low Performance
90183A,41.3,14,6,5,1,59,-17.7,41.3,0,Low Demand,📉 Low Performance
90183C,2.95,1,1,1,0,2.95,0,2.95,0,Low Demand,📉 Low Performance
90184A,71.6,8,4,4,0,71.6,0,71.6,0,Low Demand,📉 Low Performance
90184B,187.95,21,11,11,0,187.95,0,187.95,0,Low Demand,📉 Low Performance
90184C,98.45,11,7,7,0,98.45,0,98.45,0,Low Demand,📉 Low Performance
90185A,68,16,6,5,1,93.5,-25.5,68,0,Low Demand,📉 Low Performance
90185B,17,4,5,3,2,55.25,-38.25,17,0,Low Demand,📉 Low Performance
90185C,21.25,5,8,6,3,89.25,-68,21.25,0,Low Demand,📉 Low Performance
90185D,136,32,8,7,0,136,0,136,0,Low Demand,📉 Low Performance
90186A,14.75,5,3,3,0,14.75,0,14.75,0,Low Demand,📉 Low Performance
90186B,35.4,12,6,6,0,35.4,0,35.4,0,Low Demand,📉 Low Performance
90187B,13.4,4,1,1,0,13.4,0,13.4,0,Low Demand,📉 Low Performance
90188,7.65,3,2,2,0,7.65,0,7.65,0,Low Demand,📉 Low Performance
90189A,15,2,2,2,0,15,0,15,0,Low Demand,📉 Low Performance
90190A,17.7,6,1,1,0,17.7,0,17.7,0,Low Demand,📉 Low Performance
90190B,17.7,6,1,1,0,17.7,0,17.7,0,Low Demand,📉 Low Performance
90190C,14.75,5,4,4,0,14.75,0,14.75,0,Low Demand,📉 Low Performance
90191,113.9,22,7,7,0,113.9,0,113.9,0,Low Demand,📉 Low Performance
90192,103.95,21,9,5,1,113.85,-9.9,103.95,0,Low Demand,📉 Low Performance
90194,51,12,6,6,0,51,0,51,0,Low Demand,📉 Low Performance
90195A,95.2,16,7,7,0,95.2,0,95.2,0,Low Demand,📉 Low Performance
90195B,20.85,3,3,3,0,20.85,0,20.85,0,Low Demand,📉 Low Performance
90196A,102,8,5,5,0,102,0,102,0,Low Demand,📉 Low Performance
90196B,51,4,4,4,0,51,0,51,0,Low Demand,📉 Low Performance
90197B,14.85,3,1,1,0,14.85,0,14.85,0,Low Demand,📉 Low Performance
90198A,144.5,34,10,8,0,144.5,0,144.5,0,Low Demand,📉 Low Performance
90198B,127.5,30,11,11,0,127.5,0,127.5,0,Low Demand,📉 Low Performance
90199A,50.8,8,3,3,0,50.8,0,50.8,0,Low Demand,📉 Low Performance
90199B,12.7,2,1,1,0,12.7,0,12.7,0,Low Demand,📉 Low Performance
90199C,95.25,15,8,7,2,107.95,-12.7,95.25,0,Low Demand,📉 Low Performance
90199D,12.7,2,2,2,0,12.7,0,12.7,0,Low Demand,📉 Low Performance
90200A,174.25,41,16,14,0,174.25,0,174.25,0,Low Demand,📉 Low Performance
90200B,280.5,66,25,18,1,284.75,-4.25,280.5,0,Low Demand,✅ Profitable Product
90200C,85,20,6,6,0,85,0,85,0,Low Demand,📉 Low Performance
90200D,408.75,99,24,21,0,408.75,0,408.75,0,Low Demand,✅ Profitable Product
90200E,311,76,18,15,0,311,0,311,0,Low Demand,✅ Profitable Product
90201A,126.85,43,12,11,1,138.65,-11.8,126.85,0,Low Demand,📉 Low Performance
90201B,168.15,57,12,9,2,188.8,-20.65,168.15,0,Low Demand,📉 Low Performance
